"genotype"	"cell.width"	"cell.height"	"treatment"
"XA53"	81.8434091337956	57.9248352854513	"B"
"XA53"	99.9145615893416	25.9185322090983	"A"
"XA53"	28.1535184976645	52.1925122386776	"B"
"XA53"	52.8940867048688	6.93789705839008	"B"
"XA53"	55.1608957825229	13.927413232252	"A"
"XA53"	58.1608297841623	17.1391906038858	"A"
"XA53"	41.923182841111	14.1499953957275	"A"
"control"	34.1207246316597	44.9788517839275	"B"
"XA53"	18.0560945872217	16.0221082356758	"A"
"XA53"	2.84788715047762	23.8929603519849	"B"
"XA53"	94.8915485275909	28.1987896183506	"A"
"XA53"	77.9648749532178	93.1774397706613	"A"
"XA53"	73.9776625202037	97.9728664875031	"B"
"XA53"	5.00791942859068	4.04193957624957	"B"
"XA53"	36.1238301183097	12.0553174350411	"B"
"XA53"	19.9895514620468	79.1149628191255	"A"
"XA53"	79.8488839615136	65.9150945662521	"B"
"XA53"	59.9465684808791	16.8904184236191	"B"
"control"	68.0225699910894	63.9043540319428	"B"
"XA53"	16.8065520975739	56.9119297790341	"B"
"XA53"	99.8213550806045	37.8930839251727	"A"
"XA53"	10.9197910426185	47.9762706697918	"A"
"XA53"	83.9765884147026	69.8506810513325	"B"
"XA53"	56.9958481965587	6.11425165943801	"A"
"XA53"	23.0376385467127	98.8334977651946	"A"
"XA53"	12.0655429314822	86.9835195644759	"B"
"XA53"	26.9537911730818	37.108702505473	"A"
"XA53"	16.0897186357528	92.9828065592796	"B"
"XA53"	54.9069042479619	24.0840199815109	"B"
"XA53"	69.8145853865892	53.1156066466123	"B"
"XA53"	44.9455089017749	11.9168238902465	"B"
"XA53"	15.9908891255967	98.9809064151719	"B"
"XA53"	76.0734576503746	33.98380263336	"A"
"XA53"	23.0304296309128	36.1665881302208	"A"
"control"	68.9955833883956	41.9394792675041	"A"
"XA53"	21.1013256451115	92.095767740719	"B"
"XA53"	13.0526501475833	3.17330283820629	"B"
"XA53"	73.9744775101542	23.1720070404932	"A"
"XA53"	72.9140595622361	21.1073124492541	"A"
"XA53"	33.1389955806546	9.0805292041041	"A"
"XA53"	75.9888921107165	23.9393509912305	"B"
"XA53"	92.0401359757409	64.9670378532261	"B"
"XA53"	17.9499092929065	75.9125493492931	"B"
"XA53"	15.019742013514	37.062389666494	"B"
"XA53"	86.0807787524536	71.0209014754742	"B"
"XA53"	83.9397762188688	86.1282494961284	"B"
"XA53"	81.0599471353926	26.0784369872883	"B"
"XA53"	82.9287866906263	89.8578188641928	"B"
"XA53"	18.8490956774913	72.0996641946025	"B"
"XA53"	33.8713284528814	80.0594150141813	"B"
"XA53"	14.8083995915949	87.9600077529438	"B"
"XA53"	38.0950143496506	NA	"A"
"XA53"	30.1390069556423	63.9906195721589	"A"
"control"	43.8899321736768	50.8053569654934	"B"
"XA53"	84.0838922076859	12.9283933429047	"B"
"XA53"	54.1208513840102	97.9770626373589	"A"
"XA53"	45.0392844927497	56.9367721182294	"B"
"XA53"	52.1332373789512	81.0585500135087	"B"
"control"	25.8528196140192	44.1829718323424	"B"
"XA53"	92.8908193107694	5.15735184922814	"A"
"XA53"	80.8245362665504	2.00022152364254	"A"
"XA53"	47.1490850144997	16.9726654928178	"A"
"XA53"	60.9536471039057	58.947060407605	"B"
"XA53"	70.9680745402351	17.9733746459708	"A"
"XA53"	2.12083046287298	36.1222206409089	"A"
"XA53"	84.8202045146376	6.18875607475638	"B"
"control"	60.1850860423408	65.0816433208995	"B"
"XA53"	24.1054781168699	8.93423868296668	"B"
"XA53"	30.1070249957032	8.04664139365777	"B"
"control"	46.138632760942	33.1876132990234	"B"
"XA53"	91.1321114654653	70.8003384824842	"B"
"XA53"	88.8961796605959	54.1732597230002	"B"
"XA53"	41.973214305751	71.0389791020192	"B"
"XA53"	20.0966356134973	14.9917718254961	"A"
"XA53"	57.8505491658114	11.8973895822652	"A"
"control"	66.1444881431758	48.0887618022971	"A"
"XA53"	16.9691094611771	53.0070305184461	"A"
"XA53"	91.095130226668	65.1256096643396	"A"
"XA53"	22.8364314528182	67.8794650510885	"B"
"XA53"	18.1261460756883	10.1329931545071	"A"
"XA53"	58.8468383478932	9.99132779352367	"A"
"XA53"	88.8944576169364	51.9047779409215	"B"
"control"	40.9081062402576	70.0831206639297	"B"
"XA53"	32.1867999082431	96.0722614647821	"A"
"XA53"	41.1098027247004	24.055169685185	"B"
"XA53"	1.95081464173272	95.1596688616089	"B"
"XA53"	63.0565380236134	5.16321643991396	"A"
"XA53"	93.0157735917717	37.0098341899924	"B"
"XA53"	10.9574586960487	NA	"B"
"XA53"	39.8445775038563	72.8015515390784	"B"
"XA53"	11.0203996219672	19.075574201066	"B"
"XA53"	60.1641640224494	60.1585652482696	"B"
"XA53"	11.9625959522091	55.8019388856366	"B"
"XA53"	20.1757959160022	80.1765533748083	"B"
"XA53"	56.0465769829229	71.814684353862	"A"
"control"	55.0965503457934	68.0386180223897	"A"
"XA53"	90.0007472879253	70.1175316768698	"B"
"control"	35.1735571780242	49.8224456320517	"A"
"XA53"	80.8401243251748	52.1338018383831	"A"
"XA53"	38.1717094869353	84.9661500206217	"B"
"XA53"	8.07371612647548	80.1574779628776	"A"
"control"	56.1212748106569	29.080418195948	"A"
"XA53"	79.1292089402676	35.1185113960877	"A"
"XA53"	73.0332470148802	21.997487630602	"B"
"XA53"	66.9447085786611	23.1267821347341	"A"
"XA53"	87.044355055131	64.199880140461	"A"
"XA53"	5.14416642757133	10.8497208100744	"A"
"XA53"	78.1653134161606	22.0804423503578	"B"
"XA53"	92.1374157196842	43.8993773104623	"B"
"XA53"	88.9534694542177	45.0935371527448	"A"
"XA53"	93.0401684092358	81.9092763220891	"B"
"control"	32.022517136205	NA	"B"
"XA53"	72.0855413732119	2.13642032360658	"A"
"XA53"	75.0299468311481	85.8719822722487	"B"
"XA53"	17.1322045746259	98.934144383017	"A"
"control"	56.9903068993241	29.8608657008968	"A"
"control"	75.0409185277298	43.0454918256961	"A"
"XA53"	99.1324069737457	99.8212691164576	"B"
"XA53"	82.0546749406494	7.81499380785972	"A"
"XA53"	66.886769662518	92.9157231859863	"B"
"control"	41.1411192092113	63.9978263686411	"A"
"XA53"	12.1500738990493	43.9744740138762	"A"
"control"	40.8461233097129	40.8527958224528	"A"
"XA53"	36.001825743448	76.8172103816643	"B"
"XA53"	54.8566426507197	95.8234336987138	"B"
"XA53"	74.8688033542596	96.0250041697174	"A"
"XA53"	26.8461693770252	38.9743520009331	"B"
"control"	46.9789324944839	49.9146615181118	"A"
"XA53"	46.8800300863571	97.1033646216616	"A"
"XA53"	75.9472105432302	60.8894660920836	"B"
"XA53"	88.9722195726819	35.1943796242587	"A"
"XA53"	7.15166636686772	60.1650045283139	"B"
"XA53"	8.81360390903428	98.9623883611523	"B"
"control"	35.178080085665	40.1028047809377	"B"
"XA53"	17.9668369680643	80.0897590222769	"B"
"control"	59.0990861207247	42.948375881929	"B"
"XA53"	96.8204410611652	77.1701335393824	"B"
"XA53"	13.1748405618593	73.0884796835482	"A"
"XA53"	31.1974368992262	96.1970780694857	"A"
"XA53"	93.947266160138	33.1308681655675	"B"
"XA53"	57.9972528412007	71.9322829313576	"B"
"XA53"	62.9153737670742	15.8936161300167	"B"
"XA53"	72.8564292183146	28.1358246179298	"A"
"control"	31.8382239906117	66.0138333316892	"B"
"XA53"	19.8351469133981	87.1828768304549	"B"
"control"	42.1615912346169	24.9475266624242	"A"
"XA53"	82.0003158370033	62.8623961587436	"A"
"control"	72.1903365832754	75.1516583380289	"A"
"XA53"	25.126477382239	70.1569067589007	"B"
"XA53"	23.0477177767083	31.0471595658921	"B"
"XA53"	30.1931373352185	84.1228447712027	"B"
"control"	49.8312464372255	34.8699367130175	"A"
"XA53"	81.0313946013339	31.9879610164091	"B"
"XA53"	84.9420209851116	72.0984153315425	"B"
"XA53"	67.0946659407578	4.12236804272979	"A"
"XA53"	81.0314317070879	28.0471529598348	"A"
"control"	26.8106188259088	40.8631465550512	"A"
"control"	47.8238091792911	45.0399154941551	"B"
"control"	51.1769412572496	NA	"A"
"XA53"	65.0428227849305	28.1777753160335	"A"
"XA53"	66.1302308130078	77.878287061397	"A"
"XA53"	21.1801120155491	54.8603465817869	"B"
"XA53"	53.1098147550598	85.0852692025714	"B"
"XA53"	97.9511945168488	39.1990836275741	"B"
"XA53"	65.1969702279195	58.0770327337086	"B"
"control"	68.1598698591813	66.118049927149	"A"
"control"	42.9530481839553	27.8447211174294	"A"
"XA53"	62.8296861618757	22.9156740674749	"A"
"XA53"	82.8148539111018	42.9931399594061	"A"
"XA53"	13.079167492222	12.8038312976249	"A"
"XA53"	55.9902523556724	79.8611769581214	"B"
"XA53"	54.8313404607587	30.916458251141	"A"
"XA53"	93.9612032645382	73.0240399062634	"A"
"XA53"	21.8687156902626	65.1286368399858	"B"
"XA53"	60.8869391656481	3.03066925257444	"A"
"XA53"	50.0230451352894	38.1060026567429	"B"
"XA53"	6.19031972708181	98.1747210543603	"B"
"XA53"	87.8678759684786	55.0727180111222	"A"
"XA53"	12.8791347969323	32.0827256607823	"B"
"XA53"	43.8004173486494	12.9801949153654	"B"
"XA53"	21.9541981810704	96.9462997425348	"B"
"XA53"	78.9585862964392	57.1848554588854	"B"
"XA53"	62.1924721669406	16.8544552371837	"B"
"XA53"	13.0849826927297	30.1138723528944	"B"
"control"	39.1955778376199	33.1460243342444	"A"
"XA53"	51.9856569315307	95.1663892284036	"B"
"XA53"	28.972299895715	16.1022604033351	"A"
"XA53"	52.1833647493273	43.9076095787808	"B"
"XA53"	69.1625243542716	13.9374645561911	"A"
"XA53"	7.19005661513656	90.1759544928558	"B"
"XA53"	29.072626487352	100.133104737755	"B"
"XA53"	5.96853382894769	54.9476552248001	"B"
"XA53"	68.9475026304834	87.188023115322	"A"
"XA53"	58.0655247232877	40.1868778410368	"A"
"XA53"	72.8198431300931	93.8540887043811	"A"
"XA53"	84.8926232849248	87.0601809628308	"A"
"control"	71.8525749486871	69.0672162150033	"B"
"control"	38.1010632814839	44.9975953578018	"B"
"XA53"	12.9867525503971	62.1746893619187	"A"
"XA53"	83.8222793950699	74.8578477850184	"A"
"XA53"	89.9506592432968	40.8029464168474	"A"
"control"	62.0793528534472	29.1712288529612	"A"
"XA53"	25.1342245107517	90.8389835068025	"A"
"XA53"	13.8261647699401	75.0759124376811	"A"
"XA53"	72.163851667475	34.9513160358183	"A"
"XA53"	36.0034546805546	9.02726622410119	"B"
"XA53"	5.90440380312502	17.8497503168881	"A"
"XA53"	14.0254332477227	10.0403005521744	"B"
"XA53"	21.1404059927911	90.173330652155	"B"
"XA53"	73.1233919561841	75.8174329753034	"A"
"XA53"	40.0004715221934	33.8432727607898	"A"
"XA53"	90.0701435788535	45.0463268637657	"B"
"XA53"	71.8836871803738	16.8188227894716	"A"
"XA53"	37.9141765900888	74.9700835853815	"B"
"control"	53.9439976759255	70.0997400454246	"A"
"XA53"	57.9043593038805	87.8833594692871	"B"
"XA53"	93.9451705100015	100.095691902749	"B"
"XA53"	20.869503136538	32.0745176085271	"B"
"XA53"	60.0969874486327	25.1707003509626	"B"
"XA53"	35.051992710866	27.1704510547221	"B"
"control"	34.809357235115	37.9607390849851	"A"
"XA53"	6.9303270868957	27.0175908571109	"B"
"XA53"	98.0398496413603	77.9062149770558	"B"
"XA53"	10.0521553120576	69.0221629939042	"A"
"XA53"	0.965272844210267	20.9436168499291	"A"
"XA53"	45.9489008364268	16.8482432940975	"A"
"control"	52.8491592613049	58.9178433976136	"A"
"XA53"	56.0143241270445	0.85663875117898	"A"
"control"	49.0660639333539	59.902275486663	"A"
"XA53"	20.0644746000879	48.8857849391177	"B"
"XA53"	92.8837421048433	59.0796276132576	"A"
"XA53"	73.1950870417058	23.1733165099286	"B"
"XA53"	94.8175547523424	3.18218145156279	"A"
"XA53"	9.95821043616161	61.1232636304572	"A"
"XA53"	31.1939864114858	83.9822447058745	"A"
"control"	52.0361044298857	56.1648709856905	"B"
"XA53"	23.1848807455041	30.0799661933444	"A"
"XA53"	2.80764359496534	11.1524310164154	"A"
"XA53"	25.8919967109337	40.1416322256438	"B"
"control"	59.1141523662023	66.1881424503401	"A"
"XA53"	94.9501908393577	44.9385724572465	"B"
"XA53"	77.8976649174467	41.9081749203615	"A"
"XA53"	22.0410703719594	16.0095480336808	"B"
"XA53"	16.9983340200037	0.888832092657685	"A"
"XA53"	45.0152097582817	13.0786172928289	"B"
"XA53"	99.9785729634576	73.1918030968867	"B"
"control"	77.8150872058235	44.0597709980793	"B"
"control"	68.14585784683	49.1622645238414	"B"
"XA53"	49.063201934658	17.065388231352	"B"
"XA53"	33.990519597847	78.1673784599639	"A"
"XA53"	38.8995950311422	22.8169333893806	"B"
"XA53"	69.0435188043863	52.9245659756474	"A"
"XA53"	48.8363920282573	99.068965616636	"A"
"XA53"	3.98435970293358	39.9705985786393	"A"
"XA53"	78.115006382484	61.1873770735227	"A"
"XA53"	16.893072599452	9.00110142501071	"B"
"XA53"	4.062989343144	13.9958411916159	"A"
"XA53"	86.121894456353	87.0096356009133	"A"
"XA53"	74.0171829949133	37.9352000271901	"A"
"XA53"	9.82978421719745	42.1930649461225	"B"
"XA53"	95.1946861336939	82.9970391441137	"B"
"control"	48.8891263974831	57.852304967586	"A"
"XA53"	80.9693252905272	79.1194393617101	"B"
"XA53"	8.9414021005854	66.0483198744245	"A"
"XA53"	76.0299796841107	33.0881339729764	"B"
"XA53"	82.0785369316116	34.1155194721185	"A"
"XA53"	96.1175952065736	86.1392969077453	"A"
"XA53"	28.8418941855431	87.0040350143798	"A"
"control"	62.009117207583	62.8043225515634	"B"
"XA53"	37.15927227512	77.8560138578527	"A"
"XA53"	1.97978233331814	NA	"A"
"XA53"	100.112865979969	13.1960650247522	"B"
"XA53"	33.0587438926101	23.1937133572064	"A"
"XA53"	44.1668242387474	55.9344813487493	"B"
"XA53"	44.1179756884463	90.0589424614795	"B"
"XA53"	12.9560544299893	8.01245469106361	"A"
"XA53"	98.841489626281	0.970230352971703	"A"
"control"	35.0665996651165	52.977592943795	"B"
"control"	67.9332377463579	51.9708822446875	"B"
"XA53"	92.1651305450127	76.9089581152424	"A"
"XA53"	87.1455962910317	26.1812087158672	"B"
"XA53"	37.8607015232556	9.90179742071778	"B"
"control"	47.8184702216648	28.1424049505964	"A"
"control"	49.0558949384838	NA	"B"
"XA53"	67.0043212709948	18.0014294337481	"A"
"XA53"	8.82700078645721	63.1523619526997	"B"
"XA53"	26.9096105544828	78.8187830404379	"A"
"XA53"	86.1388117480092	56.8322226969525	"B"
"XA53"	2.90761607093737	18.1827448748983	"B"
"XA53"	83.868689807225	74.1569133615121	"A"
"XA53"	29.1435433989391	90.0570642583072	"B"
"XA53"	91.9055131583475	48.1592591800727	"A"
"XA53"	18.0821489353664	37.8454078849405	"A"
"XA53"	76.8452935732901	10.1238159980625	"B"
"XA53"	10.9198914960958	48.9544584960677	"A"
"XA53"	46.0979844580404	77.9355266724713	"B"
"XA53"	87.9122145667672	81.1078677284531	"A"
"XA53"	97.1386613543145	11.0025904819369	"A"
"XA53"	47.9337482163683	44.0495297967456	"B"
"control"	68.9369589876383	47.9713575227186	"B"
"XA53"	92.1667343268171	34.8654176506214	"B"
"XA53"	15.9855981461704	75.1611106975004	"B"
"XA53"	49.1086672125384	43.8866918609478	"B"
"XA53"	20.1404576618224	37.0776523626409	"B"
"XA53"	37.1372797758318	92.8438774979673	"B"
"XA53"	74.9303803844377	69.8604579022154	"A"
"XA53"	83.9191867332906	53.0037954485044	"B"
"control"	30.0239123775624	62.0514046092518	"A"
"control"	31.1945827481337	42.8728449372575	"B"
"control"	47.9680417276919	64.9390051251277	"A"
"control"	70.1231555060483	56.1781334309839	"B"
"XA53"	75.0026456099004	33.1184463035315	"B"
"control"	41.1702926015481	30.9120904516429	"A"
"XA53"	20.0307547977194	31.0082258507609	"B"
"XA53"	3.14702875185758	6.00437009828165	"B"
"XA53"	94.1870976268314	30.9150430942886	"A"
"XA53"	19.1422610751353	70.0558016330004	"B"
"XA53"	88.1122713375837	82.9496911075898	"A"
"XA53"	69.1900789452717	12.008512797486	"A"
"XA53"	39.0670274024829	7.01224823957309	"A"
"XA53"	3.8498422106728	88.8679323736578	"A"
"XA53"	83.888634205237	96.0519967320375	"A"
"XA53"	80.0582753995433	39.8261729752645	"B"
"XA53"	92.1328313647769	20.1765192491002	"B"
"XA53"	81.1219550826587	40.0941064784303	"A"
"XA53"	80.1818965050392	9.90505631836131	"A"
"XA53"	19.1901408513077	98.8783176963218	"B"
"XA53"	73.8070573594421	80.8643104064278	"B"
"XA53"	70.096782679949	9.89517973773181	"A"
"XA53"	28.0917057287879	29.044773033727	"B"
"control"	31.1632259748876	58.9368473946117	"A"
"XA53"	8.02886265777051	74.0828746143729	"A"
"XA53"	9.05045168828219	11.8241049355827	"B"
"XA53"	14.0782780612819	19.0080551123247	"A"
"control"	66.0732353468426	49.9590799769387	"A"
"XA53"	45.8067157308571	75.8393853382208	"B"
"XA53"	26.1150984069332	50.8728018417023	"B"
"control"	27.1199597269297	46.9941093712114	"A"
"XA53"	95.8297430177219	80.1826604747213	"B"
"XA53"	1.87860814044252	90.9250467152335	"A"
"control"	40.9976109078154	26.9809381349944	"A"
"XA53"	57.0015002622269	87.8967846639454	"A"
"XA53"	55.9775469046086	36.1257799915038	"B"
"XA53"	60.8986809968948	97.1545998182148	"B"
"XA53"	91.881447640527	36.1925352596678	"B"
"XA53"	21.1673023349605	95.9765542468987	"B"
"XA53"	18.0665529279038	91.9356824600138	"B"
"XA53"	56.9915781424381	33.0821648227051	"A"
"control"	43.8547095925547	26.9780579434708	"B"
"XA53"	89.8371065986343	19.9411786717363	"B"
"XA53"	54.9432029970922	55.8773638289422	"B"
"XA53"	26.1157270177267	92.1450039375573	"A"
"XA53"	16.1514451108873	22.8912669437937	"B"
"XA53"	23.9997548972256	34.0199159150012	"B"
"XA53"	14.8632407830097	NA	"A"
"XA53"	0.961665108986199	51.9316811275668	"B"
"control"	37.1009794442914	73.1760774891823	"A"
"XA53"	20.8333527939394	87.1181419314817	"B"
"XA53"	6.09664847487584	15.8696672267281	"A"
"XA53"	87.1014697615057	83.0146204076707	"B"
"XA53"	86.8344161938876	90.9025320592336	"B"
"XA53"	87.0281079166569	8.10086324624717	"B"
"XA53"	74.8721662684344	57.8084770896472	"B"
"XA53"	0.890235045924783	58.1853138009086	"B"
"XA53"	53.8176320712082	0.847863193694502	"B"
"control"	49.1023677647114	33.8100088800304	"B"
"XA53"	15.9616210639477	97.9971097105183	"A"
"XA53"	92.9740772509947	18.8721311385743	"A"
"XA53"	53.1762662146241	1.014793155808	"B"
"XA53"	11.1646005603485	NA	"A"
"control"	60.0915074294433	28.855727712065	"A"
"XA53"	24.9701379545964	66.1661941293627	"B"
"XA53"	39.8154927889816	10.8921794036403	"B"
"XA53"	60.1487827370875	24.0961881463416	"A"
"XA53"	67.1558704790659	52.8323089815676	"A"
"control"	30.8229496798478	45.1944202504121	"A"
"XA53"	5.07941631702706	27.0336165878922	"B"
"control"	37.1288385405205	63.883648731932	"A"
"control"	33.8515324253589	71.1694160712883	"B"
"XA53"	26.0304400916211	58.1183677164838	"A"
"XA53"	87.1233896476217	41.0784571805969	"B"
"control"	36.9192020221613	32.0652117155492	"B"
"XA53"	49.84078769302	4.92556281471625	"B"
"control"	30.8366605660878	74.8556166326627	"A"
"control"	38.1660406857729	34.8496715048328	"A"
"XA53"	12.8498874614947	50.1507148273289	"B"
"control"	78.1790040056221	45.1705440186895	"A"
"control"	27.8265917892568	55.0232588916086	"B"
"XA53"	74.8519283282571	23.1303602533415	"A"
"XA53"	90.1457812100649	87.812911046762	"A"
"XA53"	44.9491719236597	41.0212101223879	"B"
"XA53"	51.1648037574254	19.8321298795752	"A"
"XA53"	58.0044644100592	96.1448906983249	"A"
"XA53"	93.153270247858	29.9618300820701	"B"
"XA53"	66.9719001232646	93.9226020836271	"B"
"control"	49.9411096049473	32.0023583967239	"B"
"XA53"	10.1475930235349	51.0134986043908	"B"
"control"	43.1674508276395	43.1138601828367	"A"
"XA53"	76.0094287901185	30.0604627201334	"B"
"XA53"	71.8580345496535	50.0395443446934	"A"
"XA53"	33.0317666689865	85.0669347033836	"B"
"XA53"	11.0659523738548	17.1699602826498	"A"
"XA53"	79.9048877148889	94.0160161345266	"B"
"XA53"	60.8801775095984	14.9812368485145	"A"
"XA53"	23.8982369109988	55.8272906810977	"A"
"XA53"	57.873105360195	7.07288658963516	"A"
"XA53"	9.90759957060218	NA	"B"
"XA53"	0.854813837260008	43.1007174743339	"A"
"XA53"	80.1340718590654	58.1664988201112	"B"
"XA53"	35.0842880512588	94.030574181024	"A"
"XA53"	2.0178991519846	22.0023032657802	"A"
"XA53"	98.9501570095308	66.858048177138	"A"
"XA53"	29.9512874777429	20.0321992876008	"B"
"XA53"	95.1768659639172	36.8996532631107	"A"
"XA53"	95.0907556398772	47.9662530906498	"B"
"XA53"	71.8760226592422	21.1474293564446	"A"
"XA53"	4.07916049947962	38.0929800208658	"A"
"XA53"	98.8108350231312	61.17070544241	"B"
"control"	36.8252919584513	32.8062718869187	"B"
"XA53"	39.8052380853333	8.03872940018773	"A"
"control"	68.1876219254918	74.172953138873	"B"
"XA53"	39.9525177642703	96.1523837022483	"B"
"XA53"	70.8093364303932	94.910185778793	"B"
"XA53"	69.9187462029047	7.880662273895	"A"
"XA53"	47.9008474463597	80.1857698556967	"B"
"XA53"	82.916613018699	88.8061513404362	"B"
"XA53"	93.0790204476565	86.0373333105817	"A"
"XA53"	7.85431649675593	72.8331018125638	"A"
"control"	54.1332059831359	52.8146991644055	"B"
